word,frequency,rate
ボロネーゼ,2,0.000
年代,9,0.000
やけ,5,0.000
宙,1,0.000
朝焼け,1,0.000
フラ,6,0.000
琉舞,1,0.000
目前,1,0.000
とろとろ,6,0.000
っす,27,0.000
医師,3,0.000
バンド,19,0.000
カード,56,0.000
途方,4,0.000
いやがっ,2,0.000
ノータッチ,2,0.000
ーオペラ,1,0.000
電光,2,0.000
エンターテイメント,1,0.000
就き,1,0.000
淡谷,1,0.000
河合,9,0.000
クリスマスツリー,1,0.000
自販機,2,0.000
首,36,0.000
子育て,11,0.000
スピード,11,0.000
歩こ,3,0.000
天罰,1,0.000
読み取り,1,0.000
ああ,2010,0.001
もしかして,53,0.000
くださっ,36,0.000
代官山,2,0.000
新入生,3,0.000
外郎,5,0.000
キッス,2,0.000
いか,213,0.000
倒れ,15,0.000
伏せ,7,0.000
着物,43,0.000
ベネロ,2,0.000
手づかみ,1,0.000
もやせ,1,0.000
函館,7,0.000
映す,1,0.000
幼児,2,0.000
根津,6,0.000
うろつい,3,0.000
ゃいけないとかなったらさ,1,0.000
セダン,2,0.000
文字数,2,0.000
閉塞,1,0.000
コケ,1,0.000
ポン,2,0.000
殺意,4,0.000
パシフィック,1,0.000
よしや,1,0.000
県議,2,0.000
びっくり,242,0.000
ぐし,1,0.000
権,15,0.000
ひよこ,2,0.000
恐縮,2,0.000
カル,3,0.000
バケツ,6,0.000
自動的,6,0.000
小物,8,0.000
イスラム,14,0.000
多少,34,0.000
牛乳パック,6,0.000
渋っ,1,0.000
せつない,1,0.000
エッジ,1,0.000
ふるさと,2,0.000
化け,7,0.000
突き刺し,3,0.000
とがっ,1,0.000
渇き,1,0.000
後,59,0.000
白むく,2,0.000
頼ん,90,0.000
ゅうことだ,1,0.000
ヘッド,3,0.000
ホステス,6,0.000
ウエスト,1,0.000
付い,54,0.000
残れる,2,0.000
生きながらえ,1,0.000
ゅうすけとかいうらしいよ,1,0.000
白黒,3,0.000
つづい,1,0.000
サボろ,1,0.000
スケボー,2,0.000
そういう,2380,0.002
しょっ,13,0.000
ブレーキ,12,0.000
ょっとゆるいとこでさ,1,0.000
なるべく,34,0.000
コンドミニアム,3,0.000
アリア,1,0.000
ソツ,5,0.000
ご飯,173,0.000
最低,29,0.000
弘法,3,0.000
越し,13,0.000
酸素,1,0.000
眠たい,5,0.000
獲,1,0.000
移さ,2,0.000
盛り,3,0.000
ベッロ,2,0.000
絵里,3,0.000
アクセス,11,0.000
構造,7,0.000
根拠,3,0.000
国土,1,0.000
ギガ,1,0.000
本年,1,0.000
暇つぶし,2,0.000
めぐり,2,0.000
イトーヨーカ堂,1,0.000
ながなが,1,0.000
陰性,2,0.000
仁絵,4,0.000
まっすぐ,68,0.000
四捨五入,1,0.000
マイクロフィルム,1,0.000
枚数,3,0.000
イッツハプニング,1,0.000
バーンズ,1,0.000
緩和,1,0.000
随分,3,0.000
同士,3,0.000
敷居,1,0.000
締切,5,0.000
パナソニック,4,0.000
どけ,7,0.000
質,9,0.000
プッチーニ,1,0.000
マミ,4,0.000
取ん,8,0.000
アップルティ,2,0.000
輝ける,1,0.000
エビスビール,2,0.000
当てはまる,6,0.000
ビ,3,0.000
ポチッ,1,0.000
むずっ,1,0.000
ビリニュス,4,0.000
愛する,2,0.000
物置,1,0.000
コトコト,2,0.000
トヨタ,15,0.000
引率,4,0.000
見晴らし,1,0.000
県庁,2,0.000
美しき,1,0.000
はしょり,1,0.000
走ろ,1,0.000
常に,18,0.000
わが,4,0.000
恵比寿,5,0.000
植物,16,0.000
ユワン,4,0.000
なえ,1,0.000
エコー,3,0.000
ほら,642,0.000
飾り物,2,0.000
上級,14,0.000
寮生,3,0.000
キョウトク,2,0.000
近鉄,3,0.000
さがら,1,0.000
許さ,19,0.000
うかがう,1,0.000
常滑,3,0.000
ソング,1,0.000
向こう,379,0.000
普段,67,0.000
焼け出さ,3,0.000
ミッションスクール,1,0.000
総合,9,0.000
泡立て,3,0.000
ブラザー,1,0.000
いに,1,0.000
正門,2,0.000
いっさい,3,0.000
トーク,16,0.000
トー,3,0.000
金魚,5,0.000
ボディ,1,0.000
ちっちゃな,8,0.000
書類,18,0.000
かけ離れ,3,0.000
畜産,1,0.000
ペル・ファボーレ,1,0.000
トレード,1,0.000
撮れ,12,0.000
ばらし,7,0.000
キャッチ,2,0.000
動き出し,2,0.000
福岡,19,0.000
手塚,2,0.000
年数,1,0.000
スケート,6,0.000
しいたけ,2,0.000
ふりがな,1,0.000
床板,1,0.000
流通,1,0.000
真っ赤,13,0.000
対象,14,0.000
ぱりやっていくってとこがあって,1,0.000
小心,1,0.000
ディレクター,1,0.000
切り取る,1,0.000
受け取り,1,0.000
高砂,5,0.000
タン,12,0.000
説得,8,0.000
わざと,12,0.000
ショー,5,0.000
官邸,1,0.000
ミニディスクプレイヤー,1,0.000
ペンネーム,1,0.000
改,9,0.000
発展,7,0.000
ポイポイ,1,0.000
クラシック,11,0.000
上がれ,5,0.000
ウィンダミヤ,8,0.000
こそ,154,0.000
知識,21,0.000
おっとり,2,0.000
超す,1,0.000
昇進,4,0.000
おそろしい,2,0.000
それる,1,0.000
昼夜,4,0.000
041,5,0.000
ノコギリ,1,0.000
おでこ,3,0.000
グワーッ,4,0.000
一種,7,0.000
一軒家,2,0.000
今井,1,0.000
つま先,1,0.000
マーチ,1,0.000
持たさ,2,0.000
バッチリ,2,0.000
おかゆ,1,0.000
蒸し,9,0.000
引き算,2,0.000
走り込ん,1,0.000
ワールド,8,0.000
ツクシ,4,0.000
レコードプレーヤー,1,0.000
知る,13,0.000
設計,4,0.000
継ぎ目,3,0.000
浴衣,5,0.000
夢見,5,0.000
上げん,1,0.000
がぶり,1,0.000
素早く,1,0.000
高知,14,0.000
反響,3,0.000
尽くせ,1,0.000
老け,5,0.000
こっくり,1,0.000
引き返し,1,0.000
日替わり,2,0.000
惜しくも,1,0.000
ネタ,16,0.000
日本テレビ,1,0.000
永瀬,4,0.000
サド,1,0.000
溶き,1,0.000
残す,6,0.000
家内,5,0.000
絞れ,3,0.000
ディサテーション,1,0.000
思,25,0.000
気合い,7,0.000
愛知,51,0.000
つかみ,2,0.000
遣わ,4,0.000
ｔ,1,0.000
太鼓,3,0.000
通ろ,1,0.000
都,7,0.000
オリコカード,1,0.000
とけ,59,0.000
扶養,1,0.000
幻,6,0.000
いまいち,29,0.000
ネ,2,0.000
たぐり,1,0.000
鉢植え,1,0.000
送ら,23,0.000
丸栄,2,0.000
ダイヤラー,2,0.000
あずかっ,3,0.000
パーフェクト,1,0.000
行きゃ,5,0.000
公案,1,0.000
市販,1,0.000
まるまん,1,0.000
重み,2,0.000
堅い,3,0.000
ショッキング,7,0.000
やい,1,0.000
自覚,7,0.000
敏感,8,0.000
脈絡,3,0.000
冷房,1,0.000
は,18803,0.013
はってん,2,0.000
撃っ,2,0.000
ユワン・マクレガー,3,0.000
パンク,2,0.000
ハーマー,1,0.000
シングル,3,0.000
埋める,1,0.000
ギター,7,0.000
えぐい,1,0.000
ざ,9,0.000
集会,6,0.000
にくくっ,1,0.000
左利き,3,0.000
コロンボ,1,0.000
ジャーナル・オブ・プラグマティックス,3,0.000
ざいってのはよくわかってないんだ,1,0.000
ｔｏｄａｙ,1,0.000
白百合,1,0.000
せまく,2,0.000
汁,18,0.000
半端,5,0.000
腹立っ,1,0.000
切れる,16,0.000
ぱちっと,1,0.000
そそる,1,0.000
ずいぶん,64,0.000
ひょっこり,2,0.000
マイレージ,1,0.000
れき,1,0.000
段々,1,0.000
ブリヂストン,3,0.000
受け取る,2,0.000
カンニング,3,0.000
守り,2,0.000
酔わ,2,0.000
わりきら,1,0.000
軽四,1,0.000
こだわる,10,0.000
安くっ,1,0.000
.,1,0.000
ーウエーブ,1,0.000
正統,1,0.000
中２,1,0.000
うずい,1,0.000
ベンディング・マシーン,1,0.000
アクシデント,3,0.000
まる,15,0.000
からん,1,0.000
不審,5,0.000
こみ上げ,1,0.000
以降,19,0.000
友人,13,0.000
地名,33,0.000
ぷれん,1,0.000
パーチェ,9,0.000
亜紀,1,0.000
ユー,1,0.000
一姫二太郎,1,0.000
苦笑,1,0.000
水色,2,0.000
真っ白,10,0.000
丸の内,6,0.000
バレンタイン,2,0.000
色白,2,0.000
芸名,2,0.000
びれ,1,0.000
ＤＤ,5,0.000
ほっとく,5,0.000
ＲＪ,2,0.000
恐竜,2,0.000
持ち主,3,0.000
カップル,12,0.000
ご苦労さま,2,0.000
経過,1,0.000
ワーキング,2,0.000
カリキュラム,6,0.000
なまり,7,0.000
希林,1,0.000
地形,3,0.000
児童,3,0.000
ポーステル,1,0.000
突っ込ん,8,0.000
食あたり,2,0.000
性癖,2,0.000
横,79,0.000
知り合い,35,0.000
適当,42,0.000
書き置き,1,0.000
マップル,1,0.000
ごとき,1,0.000
あからさま,1,0.000
責める,2,0.000
温室,2,0.000
ひど,2,0.000
気味悪い,1,0.000
この上なし,1,0.000
進める,2,0.000
はがし,3,0.000
チャック,5,0.000
分,578,0.000
メニュー,20,0.000
くん,88,0.000
公募,6,0.000
落花生,11,0.000
ブラック,11,0.000
重い,20,0.000
英会話,11,0.000
怒鳴っ,4,0.000
町長,3,0.000
ゃあないっていうのとねえ,1,0.000
傷み,1,0.000
文房具,5,0.000
知りあい,2,0.000
本城,1,0.000
マジー,1,0.000
働き,24,0.000
数の子,2,0.000
芋煮,1,0.000
測,1,0.000
へこん,7,0.000
ちょうど,199,0.000
手洗い,3,0.000
囲ま,8,0.000
食わす,1,0.000
もはや,2,0.000
学童,11,0.000
下りる,14,0.000
閉まり,1,0.000
童謡,1,0.000
ごつい,2,0.000
ギャザー,1,0.000
とうに,1,0.000
邦楽,1,0.000
坪,4,0.000
きち,3,0.000
看護,18,0.000
不景気,5,0.000
こぶし,2,0.000
説教,4,0.000
とりどり,3,0.000
抜き出し,1,0.000
やろ,363,0.000
原則,2,0.000
あっさり,13,0.000
形式,10,0.000
びいびきかきながら,1,0.000
詞,6,0.000
豪華,7,0.000
税理士,3,0.000
ゴールデンウイーク,1,0.000
大変,572,0.000
青い,13,0.000
ファイアー,4,0.000
明快,3,0.000
しかも,262,0.000
ホワットハプン,2,0.000
組み,1,0.000
伊吹,1,0.000
ちょびっと,3,0.000
メイド,2,0.000
ライバル,4,0.000
眼鏡,27,0.000
マンマ,9,0.000
いたい,8,0.000
もたもた,2,0.000
タイマー,2,0.000
こおっ,1,0.000
チェリソー,2,0.000
スモーク,1,0.000
モハメド,2,0.000
ロック,7,0.000
うから,3,0.000
降格,2,0.000
基裕,3,0.000
ギリシア,1,0.000
中高,5,0.000
おはらい,5,0.000
常々,1,0.000
つくだ煮,1,0.000
宗男,2,0.000
オブ,5,0.000
ホームページ,20,0.000
クロー,1,0.000
取り寄せ,4,0.000
ゃんまげ,1,0.000
モーターボート,1,0.000
避難,5,0.000
達者,5,0.000
契約,13,0.000
梅雨,2,0.000
分掌,1,0.000
ゃ,5,0.000
イル,1,0.000
ザ・メキシカン,1,0.000
ビッキー,1,0.000
スリーディー,1,0.000
年末年始,12,0.000
イングリッシュ,1,0.000
いりゃ,2,0.000
ウイリアム・ワーズワーズ,1,0.000
語り口,1,0.000
鶏,12,0.000
ケトル,1,0.000
しんどく,2,0.000
山羊,2,0.000
治,4,0.000
ミントン,1,0.000
対処,3,0.000
勤務,9,0.000
フ,2,0.000
あえ,4,0.000
貞子,6,0.000
どうぞ,121,0.000
割り,10,0.000
すわっ,2,0.000
恐れ入っ,1,0.000
またぎ,1,0.000
私,4289,0.003
訳,15,0.000
油っこい,5,0.000
好か,5,0.000
出番,2,0.000
ホストファミリー,2,0.000
怖がっ,3,0.000
お膳立て,1,0.000
豊島園,2,0.000
本,373,0.000
食堂,11,0.000
大家,6,0.000
産まれ,11,0.000
にがしゃ,1,0.000
回生,1,0.000
酵母,3,0.000
作り上げる,1,0.000
眠かっ,2,0.000
貯め,2,0.000
ツインズ,1,0.000
学べ,4,0.000
ぶつかる,2,0.000
高大,1,0.000
楽ちん,1,0.000
あんまり,749,0.000
きい,12,0.000
症,13,0.000
パシャ,1,0.000
ちっちゃくっ,2,0.000
富士見,1,0.000
外側,5,0.000
植わっ,2,0.000
ボンネット,2,0.000
それと,40,0.000
ぽん,13,0.000
ぱりだんだんわかってきてるとね,1,0.000
アンコールワット,1,0.000
まだまだ,35,0.000
ハンドル,8,0.000
厨房,3,0.000
羽織っ,2,0.000
アップ,23,0.000
観測,3,0.000
草津,1,0.000
住も,1,0.000
ふざける,3,0.000
煙たく,1,0.000
前もって,6,0.000
予習,9,0.000
象徴,2,0.000
ハイランド,1,0.000
おもいだし,1,0.000
タララララー,1,0.000
攻める,2,0.000
わかれ,5,0.000
ドゥーノ・ドゥエッテ,1,0.000
期末,6,0.000
垣根,1,0.000
持ち込ま,2,0.000
クイタン,4,0.000
率,17,0.000
トピッ,1,0.000
例,44,0.000
引っ込ん,2,0.000
ぐ,5,0.000
預金,1,0.000
戻さ,2,0.000
ロータリー,2,0.000
当時,20,0.000
なのっ,14,0.000
ぺか,1,0.000
幅広い,5,0.000
つぎ込ん,1,0.000
よけい,56,0.000
サッカー,25,0.000
見習お,1,0.000
作戦,1,0.000
脱字,3,0.000
現代,17,0.000
二つ,10,0.000
人嫌い,4,0.000
寝かし,2,0.000
変わろ,2,0.000
表れ,3,0.000
後れ,1,0.000
月末,1,0.000
年始,1,0.000
ーパソコン,1,0.000
安室,2,0.000
日雇い,1,0.000
しゃべれる,20,0.000
序の口,2,0.000
歌合戦,1,0.000
疾走,3,0.000
ＴＩＭ,2,0.000
平熱,2,0.000
収め,1,0.000
全,19,0.000
ぎりってのありえるもん,1,0.000
泡,10,0.000
そぎ,1,0.000
ひょっと,7,0.000
デューティーフリーショップ,2,0.000
ヘーゼルナッツ,2,0.000
かんの虫,1,0.000
ガラガラガラッ,1,0.000
みみっちい,1,0.000
ようやっと,2,0.000
けり,2,0.000
ライナー,1,0.000
応対,1,0.000
クローズド,4,0.000
取れん,2,0.000
ポイント,20,0.000
ムクゲ,4,0.000
たら,4415,0.003
ペダル,1,0.000
乗っかっ,5,0.000
人手,2,0.000
ボーイズ,1,0.000
ぴっち,1,0.000
ネック,3,0.000
罪,1,0.000
来りゃ,1,0.000
青白く,1,0.000
ｗｒｉｔｉｎｇ,1,0.000
ウィンドウズ,20,0.000
敷金,6,0.000
ブリジット・ジョーンズ,5,0.000
怖い,280,0.000
嫌わ,5,0.000
受付け,1,0.000
たえ,1,0.000
鋭い,2,0.000
思いがけなかっ,1,0.000
配慮,1,0.000
出前,1,0.000
チューター,2,0.000
掛ける,19,0.000
よろしけれ,1,0.000
オーガナイザー,2,0.000
いくみ,3,0.000
おがくず,3,0.000
ＵＮＩＸ,7,0.000
平行,3,0.000
迷わ,6,0.000
でれ,3,0.000
として,339,0.000
パスタ,23,0.000
和食,9,0.000
かしょ,1,0.000
ぐしゃぐしゃ,2,0.000
みなと,1,0.000
了解,6,0.000
改装,3,0.000
高２,5,0.000
日向,4,0.000
もらお,48,0.000
気さく,4,0.000
うみ,2,0.000
ゅっって,1,0.000
のい,1,0.000
遅けれ,1,0.000
少ない,133,0.000
共通,9,0.000
ダイアモンド,2,0.000
親しめる,1,0.000
独りぼっち,1,0.000
部会,1,0.000
どす黒い,1,0.000
模範,4,0.000
づき,2,0.000
奥さん,111,0.000
世代,25,0.000
花粉,10,0.000
栄え,1,0.000
ゅざ,1,0.000
こちょこちょ,1,0.000
人件,1,0.000
よけりゃ,1,0.000
奥様,11,0.000
ｅ,1,0.000
軍隊,7,0.000
随時,2,0.000
ばれる,5,0.000
トッピング,2,0.000
氏名,1,0.000
がやがや,3,0.000
立て続け,4,0.000
避妊,3,0.000
深層,2,0.000
発覚,3,0.000
悪役,4,0.000
中居,1,0.000
ボトン,1,0.000
予告編,3,0.000
サペーレ,2,0.000
神の倉,1,0.000
かかれる,1,0.000
テリア,2,0.000
皇室,2,0.000
コンピューター,4,0.000
＊＊＊＊＊。,1,0.000
短気,1,0.000
めがね,13,0.000
物体,3,0.000
バロック,2,0.000
謙,1,0.000
付き合う,2,0.000
ハンズ,3,0.000
三つ子,1,0.000
だけど,292,0.000
日にち,6,0.000
のこのこ,1,0.000
家庭的,1,0.000
タメ,8,0.000
吸い取る,1,0.000
共立,11,0.000
だまさ,21,0.000
探し当て,1,0.000
ストーップ,1,0.000
名門,3,0.000
ぼろ,5,0.000
飲まさ,1,0.000
要員,2,0.000
っぱなし,19,0.000
台本,3,0.000
惜しん,1,0.000
なご,3,0.000
入社,3,0.000
誤字,3,0.000
ゴホゴホ,1,0.000
ばか,113,0.000
やばい,145,0.000
スカイライン,3,0.000
たいせ,1,0.000
廃棄,3,0.000
サポーター,1,0.000
ｈｅｌｐ,2,0.000
逸材,1,0.000
スリードッグナイト,1,0.000
名乗ら,1,0.000
連休,22,0.000
テープレコーダー,10,0.000
めんどい,1,0.000
花江,1,0.000
見れ,42,0.000
水産,1,0.000
ょうよってひっぱってったわけですよね,1,0.000
転ん,9,0.000
快気,2,0.000
あやこ,1,0.000
典,1,0.000
ヘアードレッサー,1,0.000
よれ,2,0.000
単車,1,0.000
ただただ,1,0.000
ぼや,1,0.000
引っぱり,1,0.000
黒縁,1,0.000
真っ暗,9,0.000
仲良く,12,0.000
防犯,2,0.000
長崎,24,0.000
盛り上げ,1,0.000
別個,7,0.000
わかめ,2,0.000
スリーパーズ,3,0.000
えっ,853,0.001
こく,6,0.000
寿司,22,0.000
双子,15,0.000
ユースケサンタマリア,3,0.000
宇宙船,4,0.000
口当たり,1,0.000
生まれ,96,0.000
マチュピチュ,6,0.000
大垣,14,0.000
ガン,17,0.000
光景,3,0.000
照り,1,0.000
かなえ,2,0.000
空洞,1,0.000
イコール,4,0.000
がけ,6,0.000
拾う,6,0.000
千種,1,0.000
洞,2,0.000
疲,1,0.000
覚王山,8,0.000
フジテレビ,2,0.000
たがね,1,0.000
折り返し,6,0.000
壁新聞,1,0.000
正敏,2,0.000
スキューバ・ダイビング,1,0.000
きのこ,5,0.000
他称,1,0.000
三つ,2,0.000
高分子,3,0.000
教科,8,0.000
いね,8,0.000
滅ん,3,0.000
ウッディー,1,0.000
要件,1,0.000
ぐらあれば,1,0.000
女性,81,0.000
クエス,1,0.000
壁画,1,0.000
等分,1,0.000
ばかり,46,0.000
湿度,2,0.000
ビリビリ,1,0.000
ちや,2,0.000
夕飯,14,0.000
ーマップ,1,0.000
ズ,1,0.000
よもやま,1,0.000
ついてれ,1,0.000
049,10,0.000
かたよっ,1,0.000
インストラクション,1,0.000
真湖,6,0.000
ドラキュラ,5,0.000
天丼,3,0.000
おみやげ,7,0.000
シアトル,7,0.000
円錐,1,0.000
インテンシファイヤー,1,0.000
グループ,56,0.000
内緒,11,0.000
ぐっと,9,0.000
唄,3,0.000
包丁,7,0.000
ことごとく,2,0.000
飛ばす,2,0.000
石碑,2,0.000
チップス,1,0.000
てら,5,0.000
原,3,0.000
こんがり,2,0.000
ペネロペ・クルス,2,0.000
はげる,3,0.000
フレンドリー,2,0.000
老ける,1,0.000
おっき,6,0.000
邪知,7,0.000
ガレッジセール,3,0.000
店舗,3,0.000
うるさい,106,0.000
マス,3,0.000
つなぎ,5,0.000
はるか,4,0.000
題材,1,0.000
盛り合わせ,5,0.000
アーティスト,3,0.000
組み込ま,1,0.000
四条,6,0.000
048,5,0.000
ｃｏｎｃｌｕｓｉｏｎ,2,0.000
消す,10,0.000
ベネゼル,1,0.000
しまわ,3,0.000
なけれ,81,0.000
華,6,0.000
発足,1,0.000
ゆるめ,1,0.000
にやける,2,0.000
まな板,1,0.000
サイパン,1,0.000
ココア,4,0.000
教授,44,0.000
ゃおうっかみたいな,1,0.000
キラー,1,0.000
改名,1,0.000
オタク,1,0.000
70,1,0.000
見かける,2,0.000
口癖,4,0.000
ひら,2,0.000
ずみ,2,0.000
無職,4,0.000
ひとかたまり,1,0.000
スノータイヤ,1,0.000
しぐさ,1,0.000
足りん,1,0.000
中央,23,0.000
汗,19,0.000
ここいら,1,0.000
精いっぱい,3,0.000
寝相,1,0.000
に関して,26,0.000
主人公,20,0.000
だ,19497,0.013
光沢,1,0.000
ふん,361,0.000
バラバラ,7,0.000
美術館,25,0.000
ホンダ,3,0.000
遠ざけ,1,0.000
区役所,2,0.000
それとも,49,0.000
運動,53,0.000
校,35,0.000
禁止,2,0.000
カーター,3,0.000
おととし,8,0.000
ぶり返さ,1,0.000
ポアロネギ,5,0.000
でし,211,0.000
さんじょ,1,0.000
カボチャ,23,0.000
ょうがやったでって,1,0.000
セロハン,1,0.000
いきなり,82,0.000
サイド,4,0.000
長城,2,0.000
年季,1,0.000
久しく,4,0.000
はんしょう,1,0.000
晴れる,2,0.000
今橋,1,0.000
目白押し,1,0.000
進学,4,0.000
接待,6,0.000
支柱,2,0.000
アナゴ,6,0.000
レディース,4,0.000
はいら,6,0.000
くくっ,3,0.000
公使,2,0.000
バインダー,1,0.000
狙う,1,0.000
わざ,1,0.000
許せる,5,0.000
掘る,2,0.000
下向,6,0.000
中川,4,0.000
蹄,4,0.000
ゅん,3,0.000
キャンセル,20,0.000
坂,29,0.000
めい,7,0.000
じゃう,21,0.000
天下一品,1,0.000
物忘れ,1,0.000
コメントー,1,0.000
２,2804,0.002
どの人,2,0.000
亜希子,1,0.000
ナントカ,1,0.000
たれ,23,0.000
手配,3,0.000
身の毛,1,0.000
安住,2,0.000
イチゴオレ,2,0.000
基,1,0.000
ディープ,1,0.000
オリーブ,15,0.000
あつまっ,1,0.000
エンリコ・ロッシー,1,0.000
バチカン,2,0.000
西宮,3,0.000
チャルトリスキ・コレクション,1,0.000
えー,901,0.001
あま,4,0.000
年収,6,0.000
かばっ,3,0.000
キャンデー,1,0.000
たよっ,2,0.000
高山,12,0.000
死に,22,0.000
継,3,0.000
やり返し,2,0.000
近寄り,1,0.000
直せ,14,0.000
応募,37,0.000
ナンパ,1,0.000
スタイル,15,0.000
テレフォンショッキング,1,0.000
生活,114,0.000
泊まる,19,0.000
しとる,39,0.000
トゥリー,2,0.000
ａｐｐｌｉｅｄ,1,0.000
淡々,4,0.000
古語,1,0.000
エストニア,2,0.000
焼ける,6,0.000
ドーベルマン,1,0.000
強くっ,1,0.000
あつあつ,3,0.000
ファースト,13,0.000
どの,113,0.000
品物,2,0.000
実用,5,0.000
踏切っ,1,0.000
クールファイブ,1,0.000
変更,7,0.000
びろびろが,1,0.000
カブ,16,0.000
ポーン,1,0.000
いやそ,2,0.000
でか,5,0.000
煮よ,1,0.000
ついてる,76,0.000
表現,53,0.000
かし,25,0.000
こりゃ,27,0.000
チャーン,1,0.000
４,950,0.001
預かり,4,0.000
末,23,0.000
忍耐,1,0.000
行ける,104,0.000
上がら,5,0.000
わらじ,7,0.000
襲名,2,0.000
サージュファム,3,0.000
セラミック,1,0.000
ミケランジェロ,1,0.000
ラリー,2,0.000
捨てる,24,0.000
障る,1,0.000
お鍋,14,0.000
治る,15,0.000
062,1,0.000
ゃぐちゃっとなっちゃったのにさ,1,0.000
くさく,17,0.000
番台,1,0.000
はずさ,1,0.000
087,2,0.000
働かせる,1,0.000
はまれ,1,0.000
赤地,2,0.000
077,1,0.000
列,25,0.000
両側,5,0.000
ランプ,2,0.000
ぺん,13,0.000
鶴舞線,4,0.000
ジャヌアリー,1,0.000
退,4,0.000
持ち込ん,2,0.000
遠出,3,0.000
胃がん,1,0.000
づめ,1,0.000
資生堂,1,0.000
羅,3,0.000
片づか,1,0.000
アキレスけん,1,0.000
夕べ,1,0.000
男,253,0.000
祝い,9,0.000
レコーディング,2,0.000
キーワード,5,0.000
存じ上げ,1,0.000
押し切っ,1,0.000
とおっ,1,0.000
135,1,0.000
座談,4,0.000
さわさ,1,0.000
ほのぼの,4,0.000
眠く,24,0.000
られれ,3,0.000
決めん,2,0.000
テイク・ア・リスク,1,0.000
離れ,54,0.000
闘争,2,0.000
関の山,1,0.000
歯磨き,4,0.000
空き,4,0.000
院展,1,0.000
長谷川,1,0.000
さめ,5,0.000
薄暗かっ,2,0.000
くりゃ,7,0.000
隠せる,1,0.000
はいつくばっ,1,0.000
ペ,2,0.000
氷河期,2,0.000
109,28,0.000
日ごろ,2,0.000
宮参り,2,0.000
隠滅,1,0.000
内弁慶,2,0.000
通,23,0.000
身分,1,0.000
渋い,3,0.000
アイズ,1,0.000
柔道,1,0.000
三,35,0.000
切り,29,0.000
薬丸,1,0.000
変わり目,1,0.000
ほっと,27,0.000
収まる,3,0.000
グッチ,3,0.000
角膜,2,0.000
車線,9,0.000
シーン,25,0.000
直感,2,0.000
くれりゃ,6,0.000
レディー,3,0.000
リビング,1,0.000
付か,10,0.000
リメーク,3,0.000
インタビュアー,2,0.000
調え,1,0.000
ミリリットル,2,0.000
動かさ,2,0.000
きよし,5,0.000
心得,2,0.000
ラーメン,20,0.000
面白かっ,3,0.000
＊＊＊、（＊＊＊）,1,0.000
はがき,8,0.000
かなた,1,0.000
ざけたこと,1,0.000
キスマーク,1,0.000
筋肉,17,0.000
コピー,36,0.000
がらん,1,0.000
駅伝,2,0.000
なかろ,2,0.000
ゃあそうやってうまいふうにやってんのか,1,0.000
ピジョン,1,0.000
のむ,2,0.000
見た目,36,0.000
カロリーメイト,4,0.000
ぎりいけるんじゃない,1,0.000
字書,3,0.000
一心,1,0.000
つながん,1,0.000
区切る,1,0.000
つっかえ,1,0.000
てらい,3,0.000
ベランダ,3,0.000
件数,1,0.000
イヤ,1,0.000
使い慣れ,1,0.000
解く,2,0.000
エゴラッピン,11,0.000
たまっ,33,0.000
鳴る,7,0.000
べつ,13,0.000
引っ込め,2,0.000
条件,27,0.000
支える,1,0.000
株券,1,0.000
前世,3,0.000
しおり,1,0.000
入れりゃ,1,0.000
中国,149,0.000
ピシッ,3,0.000
バジル,1,0.000
臨機応変,1,0.000
よし,79,0.000
幅,13,0.000
手振り,1,0.000
代え,3,0.000
手分け,2,0.000
くど,1,0.000
引っ越さ,1,0.000
すん,204,0.000
やり遂げ,1,0.000
同級生,36,0.000
価格,2,0.000
チョミニ,1,0.000
繁盛,2,0.000
秋風,1,0.000
親しけれ,1,0.000
修飾,11,0.000
トイ,2,0.000
子音,2,0.000
洗車,4,0.000
ブレー,1,0.000
うろこ,2,0.000
寄,3,0.000
赤く,7,0.000
コハダ,3,0.000
奥羽本線,2,0.000
ワーワー,1,0.000
ざいまっす,1,0.000
コントラクト,2,0.000
重かっ,3,0.000
徹する,1,0.000
ラフ,3,0.000
コード,3,0.000
ハラペーニョ,1,0.000
デメキン,1,0.000
ひょう,3,0.000
見せ,85,0.000
加え,8,0.000
逃げよ,1,0.000
わく,4,0.000
近道,2,0.000
あさっ,1,0.000
こぼし,4,0.000
仰せ,1,0.000
新月,2,0.000
どん,44,0.000
今夜,4,0.000
ベーグル,3,0.000
ソウルメイト,4,0.000
大蔵省,3,0.000
ラララッチャチャーラララッチャチャー,1,0.000
すかし,1,0.000
スチューピッド,1,0.000
毎晩,4,0.000
坂戸,1,0.000
予想,11,0.000
ＩＢＭ,2,0.000
プレステ,4,0.000
感想,14,0.000
せろ,4,0.000
ふっかけ,2,0.000
リピート,3,0.000
スタディ,1,0.000
小さな,18,0.000
夜昼,1,0.000
平地,2,0.000
カチャ,3,0.000
食事,53,0.000
大腿,1,0.000
マディソン,2,0.000
縮めれ,1,0.000
接近,1,0.000
足ら,4,0.000
スィ,1,0.000
国連,4,0.000
増量,3,0.000
イルフェ・ボン,1,0.000
いやがらせ,1,0.000
生ガキ,2,0.000
漢字,49,0.000
赤ん坊,12,0.000
きっちり,14,0.000
プ,2,0.000
万物,1,0.000
当てはめる,2,0.000
ビリッ,1,0.000
国語,37,0.000
青のり,1,0.000
石田,2,0.000
高い,297,0.000
長,40,0.000
貧弱,1,0.000
